"Part No","Part Desc","HSN Code","USD EXW","",""
"11115-33041-D0","GASKET,CYLINDER HEAD","8484","19.86","",""
"11115-33041-E0","GASKET,CYLINDER HEAD","8484","19.86","",""
"11115-37061","GASKET, CYLINDER","8484","29.29","",""
"11115-47060","GASKET, CYLINDER","8484","17.17","",""
"11115-54084-B0","GASKET, CYLINDER","8484","71.03","",""
"11115-54084-D0","GASKET, CYLINDER","8484","71.03","",""
"11115-67050-03","GASKET, CYLINDER","8484","50.65","",""
"11115-75010","GASKET, CYLINDER","8484","29.93","",""
"11122-33030","BUSHING, VALVE","8708","7.20","",""
"11122-54020","BUSHING,VALVE GUIDE","8708","10.58","",""
"11122-67020","BUSHING, VALVE","8708","6.71","",""
"11123-30020","BUSHING, VALVE","8708","7.22","",""
"11123-33030","BUSHING, VALVE","8708","7.20","",""
"11123-54020","BUSHING,VALVE GUIDE","8708","10.27","",""
"11123-67020","BUSHING, VALVE GUIDE","8708","6.71","",""
"11159-0E010","GASKET CAMSHAFT","4016","2.55","",""
"11176-0E010","SEAT INJECTION","8708","2.50","",""
"11176-0L011","SEAT, INJECTION NOZZ","8708","1.28","",""
"11176-33010","SEAT, INJECTION","8708","2.50","",""
"11176-64010","SEAT","8708","2.87","",""
"11177-54020","GASKET, INJECTION","8708","0.45","",""
"11183-54020","PLUG, SEMICIRCULAR","8708","8.20","",""
"11201-0E010","COVER CYLINDER HEAD","8708","194.93","",""
"11201-0Y010","COVER SUB-ASSY, CYLI","8708","67.71","",""
"11201-28033","COVER SUB-ASSY,","8708","260.53","",""
"11201-47090","COVER SUB-ASSY,","8708","68.35","",""
"11210-0L020","COVER ASSY, CYLINDER","8708","132.86","",""
"11210-30110","COVER ASSY, CYLINDER","8708","127.30","",""
"11212-33031","COVER, CYLINDER","8708","61.07","",""
"11213-0C011","GASKET, CYLINDER HEA","4016","17.84","",""
"11213-0E010","GASKET CYLINDER HEAD","4016","19.94","",""
"11213-22050","GASKET, CYLINDER","4016","19.87","",""
"11213-28021","GASKET, CYLINDER","4016","14.91","",""
"11213-30021","GASKET, CYLINDER","4016","13.10","",""
"11213-33031","GASKET, CYLINDER","4016","11.50","",""
"11213-47030","GASKET, CYLINDER","4016","7.10","",""
"11213-54050","GASKET, CYLINDER","4016","22.39","",""
"11213-74020","GASKET","4016","12.83","",""
"11213-75020","GASKET, CYLINDER","4016","25.68","",""
"11214-0C011","GASKET, CYLINDER HEA","4016","10.22","",""
"11214-0E010","GASKET CYLINDER HEAD","4016","8.37","",""
"11298-T5010","LABEL, EMISION CONTR","8708","0.62","",""
"11310-33013","COVER ASSY, TIMING","8708","192.41","",""
"11311-54052","CASE, TIMING BELT","8708","261.97","",""
"11321-0E020","COVER TIMING CHAIN","8708","167.08","",""
"11321-30020","COVER, TIMING GEAR","8708","104.03","",""
"11322-0L010","COVER, TIMING BELT,","8708","42.84","",""
"11322-30010","COVER, TIMING BELT,","8708","42.65","",""
"11322-33020","COVER, TIMING CHAIN,","8708","25.98","",""
"11332-0L010","COVER, TIMING BELT","8708","46.90","",""
"11363-21010","COVER, FLYWHEEL","8708","2.92","",""
"11400-0L180","BLOCK ASSY, SHORT","8708","3372.73","",""
"11400-0T320","BLOCK ASSY, SHORT","8708","2307.68","",""
"11400-22531","BLOCK ASSY,SHORT","8708","2301.04","",""
"11400-33140","BLOCK ASSY, SHORT","8708","2700.52","",""
"11400-33180","BLOCK ASSY, SHORT","8708","2700.52","",""
"11400-36070","BLOCK ASSY, SHORT","8708","3324.71","",""
"11401-09741","BLOCK SUB-ASSY, CYLI","8708","1783.66","",""
"11401-80807","BLOCK SUB-ASSY,","8708","852.70","",""
"11409-0E020","GUIDE OIL LEVEL GAGE","8708","11.82","",""
"11409-33011","GUIDE SUB-ASSY, OIL","8708","6.84","",""
"11410-39155","BLOCK ASSY, CYLINDER","8708","1292.07","",""
"11420-0T050","CRANKCASE ASSY, STIF","8708","226.79","",""
"11420-36020","CRANKCASE ASSY,","8708","268.27","",""
"11445-33010","SPACER, CYLINDER","8708","13.98","",""
"11448-0L010","ORIFICE, CYLINDER BL","8708","0.35","",""
"11452-0L010","GUIDE, OIL LEVEL GAG","8708","15.38","",""
"11452-22031","GUIDE, OIL LEVEL","8708","10.55","",""
"11452-30070","GUIDE, OIL LEVEL","8708","15.38","",""
"11496-33010","GASKET, OIL HOLE","8708","7.04","",""
"11701-0L020-02","BEARING SET, CRANKSH","8708","23.70","",""
"11701-0L020-03","BEARING SET, CRANKSH","8708","23.70","",""
"11701-0L020-04","BEARING SET, CRANKSH","8708","23.70","",""
"11701-21032-02","BEARING SET,","8708","11.98","",""
"11701-21032-03","BEARING SET,","8708","11.98","",""
"11701-30020-02","BEARING SET,","8708","23.80","",""
"11701-33060-01","BEARING SET","8708","16.02","",""
"11701-33060-02","BEARING SET","8708","16.02","",""
"11701-33060-03","BEARING SET","8708","16.02","",""
"11701-54081-02","BEARING SET,","8708","20.30","",""
"11704-21032","BEARING SET,","8708","69.18","",""
"11704-22011","BEARING SET,","8708","118.96","",""
"11704-33060","BEARING SET","8708","95.97","",""
"11704-54061","BEARING SET","8708","116.56","",""
"11704-54081","BEARING SET,","8708","116.56","",""
"11711-0Y010-02","BEARING, CRANKSHAFT,","8708","1.66","",""
"11711-0Y010-03","BEARING, CRANKSHAFT,","8708","1.66","",""
"11711-28021-02","BEARING, CRANKSHAFT,","8708","8.85","",""
"11721-0Y010-02","BEARING, CRANKSHAFT,","8708","1.66","",""
"11721-0Y010-03","BEARING, CRANKSHAFT,","8708","1.66","",""
"11721-28021-02","BEARING, CRANKSHAFT,","8708","8.85","",""
"11791-0Y010","WASHER, CRANKSHAFT T","8708","9.37","",""
"11791-22020","WASHER, CRANKSHAFT","8708","14.36","",""
"11791-28020","WASHER, CRANKSHAFT","8708","14.36","",""
"11791-33030","WASHER, CRANKSHAFT","8708","14.36","",""
"11791-47020","WASHER, CRANKSHAFT","8708","8.56","",""
"11792-33030","WASHER, CRANKSHAFT","8708","14.36","",""
"11802-54021","BEARING SET,","8708","34.18","",""
"11803-54021","BEARING SET,","8708","58.01","",""
"12101-0E010","PAN SUB-ASSY OIL","8708","208.54","",""
"12101-0Y010","PAN SUB-ASSY, OIL","8708","51.18","",""
"12101-30100","PAN SUB-ASSY, OIL","8708","208.54","",""
"12101-33040","PAN SUB-ASSY, OIL","8708","238.04","",""
"12101-33070","PAN SUB-ASSY, OIL","8708","240.03","",""
"12102-33010","PAN SUB-ASSY, OIL,","8708","186.71","",""
"12143-33031","COVER, OIL PAN","8708","11.89","",""
"12145-33011","SILENCER, OIL PAN","8708","21.73","",""
"12157-10010","GASKET,PLUG","8484","0.62","",""
"12180-0Y010","CAP ASSY, OIL FILLER","8708","5.58","",""
"12180-28010","CAP ASSY, OIL FILLER","8708","10.25","",""
"12180-70020","CAP ASSY, OIL FILLER","8708","17.36","",""
"12209-30040","PIPE SUB-ASSY, OIL","8708","6.75","",""
"12261-0E020","HOSE VENTILATION","8708","28.89","",""
"12261-0L020","HOSE, VENTILATION","8708","16.97","",""
"12261-0L021","HOSE, VENTILATION","8708","15.60","",""
"12261-22050","HOSE, VENTILATION,","8708","18.49","",""
"12261-33100","HOSE, VENTILATION","8708","4.07","",""
"12262-22040","HOSE, VENTILATION,","8708","18.49","",""
"12262-22130","HOSE, VENTILATION,","8708","15.59","",""
"12262-28021","HOSE, VENTILATION,","8708","12.84","",""
"12268-0L010","HOSE, OIL RETURN","8708","5.21","",""
"12268-0L020","HOSE, OIL RETURN","8708","5.21","",""
"12304-0Y020","BRACKET SA,ENG,LH","8708","20.09","",""
"12305-0C050","INSULATOR ENGINE FR","8302","40.61","",""
"12305-0D061","INSULATOR SA, ENG MO","8302","102.78","",""
"12305-0D130","INSULATOR SUB-ASSY,","8302","85.11","",""
"12305-0N102","INSULATOR SUB-ASSY","8302","37.55","",""
"12305-0T260","INSULATOR SUB-ASSY,","8302","84.96","",""
"12305-0Y031","INSULATOR SUB-ASSY,","8302","13.51","",""
"12305-22430","INSULATOR SUB-ASSY,","8302","104.69","",""
"12305-33160","INSULATOR SUB-ASSY,","8302","77.70","",""
"12309-28161","ROD SUB-ASSY, ENGINE","8708","70.54","",""
"12311-0E020","BRACKET ENGINE MOUNT","8708","40.15","",""
"12311-0L020","BRACKET, ENGINE MOUN","8708","44.38","",""
"12311-33050","BRACKET, ENGINE","8708","33.74","",""
"12313-0N030","BRACKET, ENGINE MOVI","8708","12.76","",""
"12313-0Y020","BRACKET, ENGINE MOVI","8708","9.23","",""
"12313-WC001","BRACKET,ENGINE","8708","7.23","",""
"12315-0E010","BRACKET ENGINE MOUNT","8708","40.15","",""
"12315-0L020","BRACKET, ENGINE MOUN","8708","39.94","",""
"12315-0Y020","BRACKET, ENGINE MOUN","8708","21.63","",""
"12315-33050","BRACKET, ENGINE","8708","53.70","",""
"12315-47060","BRACKET, ENGINE","8708","25.20","",""
"12325-0N050","BRACKET,ENGN ,LH","8708","18.30","",""
"12325-33070","BRACKET, ENGINE","8708","36.66","",""
"12361-0D040","INSULATOR,E/G MOUNTG","8302","29.33","",""
"12361-0L020","INSULATOR  ENGINE","8302","34.15","",""
"12361-0L030","INSULATOR, ENGINE MO","8302","29.95","",""
"12361-0L050","INSULATOR, ENGINE MO","8302","30.65","",""
"12361-28221","INSULATOR, ENGINE","8302","87.02","",""
"12361-30080","INSULATOR, ENGINE","8302","29.95","",""
"12361-30170","INSULATOR ENGINE","8302","34.15","",""
"12361-33040","INSULATOR, ENGINE","8302","46.80","",""
"12361-54111","INSULATOR, ENGINE","8302","39.22","",""
"12362-36030","INSULATOR, ENGINE","8302","87.02","",""
"12363-0N032","ROD,ENGINE MOVING","8708","11.81","",""
"12363-0Y021","ROD, ENGINE MOVING","8708","10.98","",""
"12363-28061","ROD, ENGINE MOVING","8708","50.68","",""
"12363-WC002","ROD,ENGINE CONTROL","8708","7.44","",""
"12371-0C081","INSULATOR, ENGINE MO","8302","8.88","",""
"12371-0D040","INSULATOR,E/G MOUNTG","8302","35.17","",""
"12371-0D060","INSULATOR,E/G MOUNTG","8708","58.79","",""
"12371-0D210","INSULATOR, ENGINE MO","8302","56.60","",""
"12371-0D220","INSULATOR, ENGINE MO","8302","56.60","",""
"12371-0L031","INSULATOR, ENGINE MO","8302","37.39","",""
"12371-0L052","INSULATOR, ENGINE MO","8302","39.51","",""
"12371-0L081","INSULATOR, ENGINE MO","8302","54.95","",""
"12371-0L200","INSULATOR  ENGINE","8302","46.93","",""
"12371-0L210","INSULATOR ENGINE","8302","46.93","",""
"12371-0T330","INSULATOR, ENGINE MO","8302","53.50","",""
"12371-33081","INSULATOR, ENGINE","8302","52.00","",""
"12371-34030","INSULATOR","8302","69.58","",""
"12372-0D051","INSULATOR,ENGINE MOU","8302","35.29","",""
"12372-0D171","INSULATOR, ENGINE MO","8302","48.71","",""
"12372-0D191","INSULATOR, ENGINE MO","8302","48.56","",""
"12372-0N072","INSULATOR,ENGINE","8302","18.82","",""
"12372-0N080","INSULATOR, ENGINE MO","8302","56.60","",""
"12372-0T211","INSULATOR, ENGINE MO","8302","52.00","",""
"12372-0Y031","INSULATOR, ENGINE MO","8302","13.27","",""
"12372-0Y032","INSULATOR, ENGINE MO","8302","13.27","",""
"12372-0Y033","INSULATOR,ENGINE,LH","8302","13.84","",""
"12372-28200","INSULATOR, ENGINE","8302","53.64","",""
"12372-33100","INSULATOR, ENGINE","8302","56.60","",""
"12381-0L080","STABILIZER  ENGINE","8708","14.43","",""
"12381-30021","STABILIZER, ENGINE","8708","12.65","",""
"12381-30090","STABILIZER ENGINE","8708","14.40","",""
"12382-0L050","STABILIZER, ENGINE M","8708","16.17","",""
"12382-30031","STABILIZER, ENGINE","8708","17.78","",""
"12511-0L010","BRACKET, ALTERNATOR","8708","1.73","",""
"12511-33021","BRACKET, ALTERNATOR","8708","24.13","",""
"12601-0E020","COVER SUB-ASSY, ENGI","8708","117.18","",""
"12601-0L051","COVER SUB-ASSY, ENGI","8708","139.00","",""
"12611-0N060","COVER ENGINE NO.1","8708","118.43","",""
"12611-0N070","COVER, ENGINE, NO.1","8708","64.38","",""
"12611-0N120","COVER, ENGINE NO.1","8708","64.38","",""
"12615-33011","COVER, ENGINE, NO.5","8708","17.68","",""
"12615-33020","COVER, ENGINE, NO.5","8708","8.04","",""
"12631-0E010","BRACKET  ENGINECOVER","8708","20.37","",""
"12631-33020","BRACKET, ENGINE","8708","6.06","",""
"12632-0E010","BRACKET ENGINE 2","8708","9.80","",""
"13011-0C010","RING SET PISTON","8708","76.52","",""
"13011-0E010","RINGSET  PISTON","8708","115.22","",""
"13011-0L020","RING SET PISTON","8708","117.17","",""
"13011-22150","RING SET, PISTON","8708","79.05","",""
"13011-22221","RING SET, PISTON","8708","79.21","",""
"13011-28151","RING SET, PISTON","8708","85.20","",""
"13011-28161","RING SET, PISTON","8708","85.20","",""
"13011-30080","RING SET, PISTON","8708","117.17","",""
"13011-30150","RING SET, PISTON","8708","127.80","",""
"13011-33052","RING SET, PISTON","8708","93.14","",""
"13011-33054","RING SET, PISTON","8708","93.14","",""
"13011-37160","RING SET, PISTON","8708","67.06","",""
"13011-54100","RING SET, PISTON","8708","129.73","",""
"13013-30031","RING SET, PISTON,","8708","140.69","",""
"13013-54100","RING SET, PISTON","8708","152.81","",""
"13013-67030","RING SET, PISTON,","8708","168.02","",""
"13014-54100","RING SET, PISTON,","8708","154.43","",""
"13041-0L020-02","BEARING SET, CONNECT","8708","14.67","",""
"13041-0L020-03","BEARING SET, CONNECT","8708","14.67","",""
"13041-0L020-04","BEARING SET, CONNECT","8708","14.67","",""
"13041-0Y010-01","BEARING SET, CONNECT","8708","3.59","",""
"13041-0Y010-03","BEARING SET, CONNECT","8708","3.59","",""
"13041-22024-02","BEARING SET,","8708","12.82","",""
"13041-30020-02","BEARING SET,","8708","16.04","",""
"13041-30020-06","BEARING SET,","8708","14.64","",""
"13041-33041-01","BEARING SET,","8708","10.87","",""
"13041-33041-02","BEARING SET,","8708","10.87","",""
"13041-33041-03","BEARING SET,","8708","10.87","",""
"13041-47020-02","BEARING SET,","8708","3.59","",""
"13041-54024-02","BEARING SET","8708","14.79","",""
"13101-0E020-01","PISTON  W/PIN","8708","66.90","",""
"13101-0L051-02","PISTON SUB-ASSY, W/P","8708","105.29","",""
"13101-0L060-01","PISTON SUB-ASSY, W/P","8708","70.30","",""
"13101-0N060-A0","PISTON SUB-ASSY,","8708","51.63","",""
"13101-0N060-B0","PISTON SUB-ASSY,","8708","51.63","",""
"13101-0N060-C0","PISTON SUB-ASSY,","8708","54.35","",""
"13101-0N061-B0","PISTON SUB-ASSY,","8708","46.69","",""
"13101-0N062-A0","PISTON SUB-ASSY,","8708","46.85","",""
"13101-0N062-B0","PISTON SUB-ASSY,","8708","46.85","",""
"13101-0N062-C0","PISTON SUB-ASSY,","8708","46.85","",""
"13101-0Y020","PISTON SUB-ASSY, W-P","8708","9.37","",""
"13101-0Y030","PISTON SUB-ASSY, W-P","8708","9.37","",""
"13101-22032","PISTON SUB-ASSY,","8708","33.49","",""
"13101-30081-03","PISTON SUB-ASSY,","8708","105.29","",""
"13101-37071","PISTON SUB-ASSY,","8708","33.19","",""
"13101-47041","PISTON SUB-ASSY,","8708","9.37","",""
"13101-54070-01","PISTON SUB-ASSY","8708","103.98","",""
"13101-54070-02","PISTON SUB-ASSY","8708","89.93","",""
"13101-67050-02","PISTON ASSY, W/PIN","8708","79.76","",""
"13103-0L060","PISTON SUB-ASSY,W/PI","8708","84.16","",""
"13103-30081","PISTON","8708","97.21","",""
"13103-54070","PISTON SUB-ASSY","8708","89.93","",""
"13103-54130","PISTON SUB-ASSY,","8708","115.94","",""
"13201-30041","ROD SUB-ASSY,","8708","119.89","",""
"13201-30051","ROD SUB-ASSY,CONNECTING","8708","133.27","",""
"13201-39055","ROD SUB-ASSY,","8708","113.63","",""
"13201-39185","ROD SUB-ASSY,","8708","102.37","",""
"13204-33041","BEARING SET,","8708","51.54","",""
"13204-54024","BEARING SET","8708","69.91","",""
"13211-28031-B0","PISTON","8708","34.52","",""
"13265-54021","BOLT, CONNECTING ROD","7318","4.57","",""
"13281-28011-02","BEARING, CONNECTING","8708","5.40","",""
"13401-33021","CRANKSHAFT SUB ASSY","8708","584.30","",""
"13405-0C010","FLYWHEEL SUB-ASSY","8708","224.77","",""
"13405-0E040","FLYWHEEL SUB-ASSY","8708","387.42","",""
"13405-0E110","FLYWHEEL SUB ASSY","8708","402.02","",""
"13405-0L010","FLYWHEEL SUB-ASSY","8708","389.23","",""
"13405-0L021","FLYWHEEL SUB-ASSY","8708","389.23","",""
"13405-17020","FLYWHEEL SUB-ASSY","8708","458.67","",""
"13405-22020","FLYWHEEL SUB-ASSY","8708","173.42","",""
"13405-28020","FLYWHEEL SUB-ASSY","8708","201.02","",""
"13405-33030","FLYWHEEL SUB-ASSY","8708","277.76","",""
"13405-37051","FLYWHEEL SUB-ASSY","8708","159.75","",""
"13405-47040","FLYWHEEL SUB-ASSY","8708","77.92","",""
"13407-33050","DAMPER SUB-ASSY,","8708","147.51","",""
"13408-0C030","PULLEY SUB-ASSY, CRA","8708","151.77","",""
"13408-0L020","PULLEY SUB-ASSY, CRA","8708","173.47","",""
"13408-17020","PULLEY SUB-ASSY,","8708","288.81","",""
"13408-30011","PULLEY SUB-ASSY,","8708","173.47","",""
"13453-0C020","GEAR, FLYWHEEL RING","8708","34.52","",""
"13453-10010","GEAR,F/W RING","8708","44.77","",""
"13501-0L010","CAMSHAFT SUB-ASSY, N","8708","228.90","",""
"13501-33042","CAMSHAFT SUB-ASSY","8708","230.50","",""
"13501-54050","CAMSHAFT SUB-ASSY","8708","346.48","",""
"13502-0L010","CAMSHAFT SUB-ASSY, N","8708","228.90","",""
"13502-47020","CAMSHAFT SUB-ASSY,","8708","53.11","",""
"13503-54030","IDLER SUB-ASSY","8708","117.49","",""
"13505-0L010","IDLER SUB-ASSY, TIMI","8708","62.57","",""
"13505-54021","IDLER SUB-ASSY,","8708","134.67","",""
"13506-0E010","CHAIN SUB-ASSY NO.1","8708","44.27","",""
"13506-0E011","CHAIN SUB-ASSY, NO.1","8708","44.27","",""
"13506-0Y010","CHAIN SUB-ASSY","8708","16.67","",""
"13506-22030","CHAIN SUB-ASSY","8708","103.17","",""
"13506-28011","CHAIN SUB-ASSY","8708","87.94","",""
"13506-33030","CHAIN SUB-ASSY,","8708","77.05","",""
"13506-36030","CHAIN SUB-ASSY","8708","87.94","",""
"13506-47020","CHAIN SUB-ASSY","8708","16.67","",""
"13506-75040","CHAIN SUB-ASSY, NO.1","8708","83.68","",""
"13507-0E010","CHAIN SUB-ASSY NO.2","8708","84.82","",""
"13507-28010","CHAIN SUB-ASSY, OIL","8708","37.65","",""
"13507-33010","CHAIN SUB-ASSY, OIL","8708","40.96","",""
"13508-0L010","GEAR SUB-ASSY, IDLE","8708","48.61","",""
"13508-67011","GEAR SUB-ASSY, IDLE","8708","48.61","",""
"13516-11010","JET  OIL","8708","2.92","",""
"13516-33030","JET, OIL","8708","3.00","",""
"13519-33010","SPROCKET, OIL PUMP","8708","6.85","",""
"13521-0E020","SPROCKET CRANKSHAFT","8708","18.42","",""
"13521-0L010","GEAR, CRANKSHAFT TIM","8708","28.17","",""
"13521-33030","SPROCKET, CRANKSHAFT","8708","18.42","",""
"13521-36010","SPROCKET, CRANKSHAFT","8708","9.75","",""
"13521-54030","PULLEY","8708","53.92","",""
"13523-0E020","SPROCKET CAMSHAFT","8708","18.59","",""
"13523-0L010","PULLEY, CAMSHAFT TIM","8708","28.34","",""
"13523-17010","PULLEY, CAMSHAFT","8708","14.03","",""
"13523-22020","SPROCKET, CAMSHAFT","8708","27.08","",""
"13523-33030","SPROCKET, CAMSHAFT","8708","25.22","",""
"13523-54040","PULLEY, CAMSHAFT","8708","63.95","",""
"13523-75030","GEAR, CAMSHAFT","8708","18.92","",""
"13524-30010","PULLEY, PUMP DRIVE","8708","37.90","",""
"13537-0L010","GEAR, IDLE SUB, NO.1","8708","16.74","",""
"13538-0L010","GEAR, IDLE SUB, NO.2","8708","21.37","",""
"13538-67900","GEAR,IDLE SUB,NO.2","8708","21.37","",""
"13540-0C011","TENSIONER ASSY, CHAI","8708","20.44","",""
"13540-0E010","TENSIONER ASSY CHAIN","8708","19.50","",""
"13540-0L010","TENSIONER ASSY, TIMI","8708","47.48","",""
"13540-22022","TENSIONER ASSY,","8708","29.50","",""
"13540-33030","TENSIONER ASSY,","8708","19.50","",""
"13540-47030","TENSIONER ASSY,","8708","24.99","",""
"13540-47031","TENSIONER ASSY","8708","24.99","",""
"13549-33010","PLATE, CHAIN","8708","5.92","",""
"13550-0E010","TENSIONER CHAIN NO.2","8708","20.44","",""
"13552-0E020","GASKET CHAIN TENSION","8708","2.26","",""
"13552-0Y010","GASKET, CHAIN TENSIO","8708","1.71","",""
"13552-47020","GASKET, CHAIN","8708","1.71","",""
"13556-0L010","SHAFT, TIMING BELT I","8708","8.41","",""
"13558-54020","BRACKET, TENSION","8708","2.87","",""
"13559-0C030","SLIPPER, CHAIN TENSI","8708","26.25","",""
"13559-0E010","SLIPPER CHAIN","8708","20.20","",""
"13559-0E020","SLIPPER CHAIN","8708","20.20","",""
"13559-22011","SLIPPER, CHAIN","8708","26.62","",""
"13559-33021","SLIPPER, CHAIN","8708","19.87","",""
"13561-0C030","DAMPER, CHAIN VIBRAT","8708","29.26","",""
"13561-0E010","DAMPER CHAIN NO.1","8708","15.02","",""
"13561-0E011","DAMPER, CHAIN VIBRAT","8708","15.02","",""
"13561-22020","DAMPER, CHAIN","8708","18.78","",""
"13561-33030","DAMPER, CHAIN","8708","18.30","",""
"13562-0E010","DAMPER CHAIN NO.2","8708","18.23","",""
"13565-33010","SPRING, CHAIN DAMPER","7320","1.69","",""
"13566-05010","GUIDE,TIMING BELT","8708","5.35","",""
"13566-0E010","GUIDE TIMING CHAIN","8708","3.92","",""
"13566-0W010","GUIDE, TIMING CHAIN","8708","5.49","",""
"13566-54040","GUIDE","8708","5.35","",""
"13568-09130","BELT, TIMING","4010","33.48","",""
"13568-09131","BELT, TIMING","4010","33.48","",""
"13568-19175","BELT, TIMING","4010","47.32","",""
"13568-19176","BELT, TIMING","4010","35.53","",""
"13568-39016","BELT, TIMING","4010","33.48","",""
"13568-59106","BELT, TIMING","4010","62.06","",""
"13568-69085","BELT, TIMING","4010","33.88","",""
"13568-YZZ01","BELT SET,TIMING","4010","62.06","",""
"13570-22010","IDLER ASSY,","8708","37.80","",""
"13572-0L010","PLATE, IDLE GEAR THR","8708","7.85","",""
"13577-0E020","PLATE LOCK","8708","1.00","",""
"13578-0L010","SPRING, IDLE GEAR","8708","5.56","",""
"13581-0L010","SHAFT, IDLE GEAR","8708","22.97","",""
"13586-0L010","FLANGE, CAMSHAFT TIM","8708","6.06","",""
"13591-0W010","ARM, TIMING CHAIN TE","8708","16.10","",""
"13601-0L020","BALANCESHAFT S/A, NO","8708","73.27","",""
"13602-0L020","BALANCESHAFT SUB-ASS","8708","73.27","",""
"13603-0L010","GEAR SUB-ASSY, SUPPL","8708","82.97","",""
"13603-54030","PULLEY SUB-ASSY","8708","53.85","",""
"13616-0E010","SPROCKET SUPPLY","8708","18.37","",""
"13633-0L010","GEAR, BALANCESHAFT D","8708","7.72","",""
"13711-0C010","VALVE, INTAKE","8708","16.36","",""
